,dti,emp_length,issue_d,loan_amnt,purpose,rejected
593,20.89,0,7/1/2016,1000,debt_consolidation,1
594,31.62,0,7/1/2016,25000,debt_consolidation,1
595,27.24,,7/1/2016,20000,credit_card,1
596,39.1,0,7/1/2016,35000,debt_consolidation,1
597,94.76,0,7/1/2016,2000,other,1
598,41.89,0,7/1/2016,25000,debt_consolidation,1
599,17.62,5,7/1/2016,1000,other,1
600,33.6,0,7/1/2016,10000,debt_consolidation,1
601,2,0,7/1/2016,1000,debt_consolidation,1
603,39.54,0,7/1/2016,3000,debt_consolidation,1
604,56.37,0,7/1/2016,3000,credit_card,1
605,33.92,0,7/1/2016,20000,debt_consolidation,1
606,14.66,0,7/1/2016,2500,medical,1
607,28.75,0,7/1/2016,20000,credit_card,1
608,32.5,0,7/1/2016,1000,moving,1
609,10.04,0,7/1/2016,3000,other,1
610,4.58,0,7/1/2016,5000,debt_consolidation,1
611,0.49,0,7/1/2016,20000,major_purchase,1
612,4.92,5,7/1/2016,20000,home_improvement,1
613,41.8,5,7/1/2016,15000,credit_card,1
614,6.12,0,7/1/2016,1000,moving,1
615,25.21,,7/1/2016,5000,credit_card,1
616,46.63,0,7/1/2016,4000,debt_consolidation,1
617,35.62,0,7/1/2016,5000,other,1
618,37.8,0,7/1/2016,20000,debt_consolidation,1
619,6,0,7/1/2016,1000,moving,1
620,0.72,0,7/1/2016,6000,major_purchase,1
622,22.84,0,7/1/2016,10000,home_improvement,1
623,22.25,5,7/1/2016,16000,credit_card,1
624,35.45,0,7/1/2016,3000,debt_consolidation,1
625,23.16,0,7/1/2016,3000,debt_consolidation,1
626,71.85,5,7/1/2016,15000,credit_card,1
627,12.15,0,7/1/2016,20000,debt_consolidation,1
628,0,0,7/1/2016,5000,moving,1
629,39.9,0,7/1/2016,5000,credit_card,1
630,7,5,7/1/2016,1000,other,1
631,50.14,0,7/1/2016,25000,other,1
632,51.2,0,7/1/2016,5000,debt_consolidation,1
633,35.34,0,7/1/2016,4000,debt_consolidation,1
634,21.6,0,7/1/2016,25500,debt_consolidation,1
635,49.12,5,7/1/2016,20000,medical,1
636,35.5,0,7/1/2016,6000,credit_card,1
637,23.78,0,7/1/2016,10000,debt_consolidation,1
639,1.43,0,7/1/2016,5000,debt_consolidation,1
640,9.4,0,7/1/2016,5000,debt_consolidation,1
641,8.75,0,7/1/2016,15000,other,1
642,81.93,0,7/1/2016,10000,debt_consolidation,1
84886,44.42,0,7/6/2016,5000,debt_consolidation,1
84887,0.8,,7/6/2016,1000,other,1
84888,55.57,0,7/6/2016,25000,debt_consolidation,1
84889,37.4,0,7/6/2016,20000,debt_consolidation,1
84890,36.1,5,7/6/2016,1500,credit_card,1
84891,7.95,5,7/6/2016,20000,medical,1
84892,39.31,0,7/6/2016,10000,debt_consolidation,1
84893,20.92,0,7/6/2016,10000,debt_consolidation,1
84894,48.75,0,7/6/2016,22000,debt_consolidation,1
84895,12.38,0,7/6/2016,1000,other,1
84896,38.27,0,7/6/2016,15000,credit_card,1
84897,8.84,0,7/6/2016,8000,small_business,1
84898,16.47,5,7/6/2016,2000,other,1
84899,15.44,0,7/6/2016,10000,debt_consolidation,1
84900,9.97,5,7/6/2016,14000,credit_card,1
84901,39.6,5,7/6/2016,5500,debt_consolidation,1
84902,11.33,0,7/6/2016,5300,credit_card,1
84903,60.91,5,7/6/2016,4500,debt_consolidation,1
84904,44.76,,7/6/2016,5000,other,1
84905,31.54,0,7/6/2016,10000,debt_consolidation,1
84907,53.64,0,7/6/2016,5000,car,1
84908,7.62,0,7/6/2016,35000,home_improvement,1
84909,8.72,0,7/6/2016,6000,debt_consolidation,1
84910,28.94,5,7/6/2016,10000,debt_consolidation,1
84911,37.81,0,7/6/2016,25000,debt_consolidation,1
84912,62.74,0,7/6/2016,35000,debt_consolidation,1
84913,12.22,0,7/6/2016,13000,debt_consolidation,1
84914,12.04,5,7/6/2016,8000,debt_consolidation,1
84915,43.04,0,7/6/2016,10000,credit_card,1
84916,11.7,0,7/6/2016,5000,debt_consolidation,1
84918,26.68,0,7/6/2016,8500,debt_consolidation,1
84919,54.17,0,7/6/2016,2000,debt_consolidation,1
84920,1.43,0,7/6/2016,3000,other,1
84921,25.62,0,7/6/2016,20000,debt_consolidation,1
84922,12.52,5,7/6/2016,30000,debt_consolidation,1
84923,14.25,0,7/6/2016,5000,debt_consolidation,1
84924,6.86,0,7/6/2016,10000,debt_consolidation,1
84925,45.27,0,7/6/2016,25000,credit_card,1
84926,18.93,0,7/6/2016,2000,home_improvement,1
84927,165.41,0,7/6/2016,35000,debt_consolidation,1
84928,42.29,0,7/6/2016,3500,debt_consolidation,1
84929,64.2,0,7/6/2016,18000,credit_card,1
84930,30.56,0,7/6/2016,12000,credit_card,1
84931,35.4,,7/6/2016,35000,debt_consolidation,1
84932,42.68,0,7/6/2016,8000,credit_card,1
84933,20.38,5,7/6/2016,16000,debt_consolidation,1
84934,42.09,0,7/6/2016,20000,credit_card,1
84935,0.67,0,7/6/2016,15000,debt_consolidation,1
84936,42.47,0,7/6/2016,10000,debt_consolidation,1
84937,6.07,0,7/6/2016,5000,debt_consolidation,1
84938,31.12,5,7/6/2016,10925,debt_consolidation,1
84939,19.65,0,7/6/2016,40000,debt_consolidation,1
84940,36.88,0,7/6/2016,18000,debt_consolidation,1
84941,39.75,0,7/6/2016,11000,debt_consolidation,1
84943,15.53,,7/6/2016,2000,debt_consolidation,1
84944,43.37,5,7/6/2016,14000,debt_consolidation,1
84945,21.17,0,7/6/2016,1000,other,1
84946,23.56,0,7/6/2016,16000,debt_consolidation,1
84947,5.02,0,7/6/2016,5000,other,1
84948,35.92,0,7/6/2016,12000,debt_consolidation,1
84949,0.79,5,7/6/2016,10000,debt_consolidation,1
84950,20.09,0,7/6/2016,20000,debt_consolidation,1
84951,32.05,0,7/6/2016,20000,medical,1
84952,42.85,0,7/6/2016,40000,debt_consolidation,1
84953,12.23,0,7/6/2016,5000,debt_consolidation,1
84954,16.66,0,7/6/2016,7000,credit_card,1
84955,5.6,5,7/6/2016,2000,other,1
84956,3.09,0,7/6/2016,30000,debt_consolidation,1
84957,178.48,,7/6/2016,20000,debt_consolidation,1
84958,15.62,0,7/6/2016,5500,home_improvement,1
84959,3.14,0,7/6/2016,40000,home_improvement,1
84960,3.15,0,7/6/2016,10000,debt_consolidation,1
84961,38.32,5,7/6/2016,5000,debt_consolidation,1
84962,2.08,0,7/6/2016,10000,debt_consolidation,1
84963,37.08,0,7/6/2016,3000,medical,1
84964,31.65,,7/6/2016,20000,debt_consolidation,1
84965,29.19,3,7/6/2016,38000,Credit card refinancing,1
84966,24.84,5,7/6/2016,30000,debt_consolidation,1
84967,7.4,0,7/6/2016,9000,debt_consolidation,1
84968,18.43,0,7/6/2016,5500,debt_consolidation,1
84969,43.15,0,7/6/2016,2500,debt_consolidation,1
84970,23.06,0,7/6/2016,40000,debt_consolidation,1
84971,15.55,5,7/6/2016,25000,debt_consolidation,1
84972,0.65,,7/6/2016,1000,other,1
84973,25.76,5,7/6/2016,35000,debt_consolidation,1
84974,23.53,5,7/6/2016,6000,other,1
84975,35.33,0,7/6/2016,12000,home_improvement,1
84976,55.9,0,7/6/2016,2000,other,1
84977,44.34,0,7/6/2016,5000,debt_consolidation,1
84978,43.34,0,7/6/2016,10000,debt_consolidation,1
84980,0,0,7/6/2016,5000,car,1
84981,27.01,0,7/6/2016,6000,debt_consolidation,1
84982,6.07,0,7/6/2016,2500,debt_consolidation,1
84983,39.91,5,7/6/2016,4000,vacation,1
84984,32.95,1,7/6/2016,25000,Debt consolidation,1
84985,25.06,0,7/6/2016,10000,debt_consolidation,1
84986,37.24,0,7/6/2016,8000,credit_card,1
84987,0,0,7/6/2016,1200,debt_consolidation,1
84988,9.71,5,7/6/2016,10000,credit_card,1
84989,17.32,5,7/6/2016,5000,debt_consolidation,1
84990,5.95,0,7/6/2016,6000,debt_consolidation,1
84991,30.74,0,7/6/2016,20000,debt_consolidation,1
84992,23.79,5,7/6/2016,1000,moving,1
84995,9.21,0,7/6/2016,5000,vacation,1
84996,26.19,0,7/6/2016,5000,debt_consolidation,1
84997,20.85,0,7/6/2016,15000,debt_consolidation,1
84998,43.93,0,7/6/2016,12500,debt_consolidation,1
84999,10.61,0,7/6/2016,9000,debt_consolidation,1
85000,0.5,5,7/6/2016,5000,car,1
85001,7.52,0,7/6/2016,2000,home_improvement,1
85002,12.34,10,7/6/2016,10000,Debt consolidation,1
85003,24.44,0,7/6/2016,5000,debt_consolidation,1
85004,25.51,5,7/6/2016,4000,major_purchase,1
85005,5.93,0,7/6/2016,10000,major_purchase,1
85006,21.66,0,7/6/2016,15000,debt_consolidation,1
85007,7.04,2,7/6/2016,8500,Debt consolidation,1
85008,2,0,7/6/2016,5000,medical,1
85009,43.91,0,7/6/2016,20000,debt_consolidation,1
85010,27.68,5,7/6/2016,10000,debt_consolidation,1
85011,3.96,2,7/6/2016,25000,Credit card refinancing,1
85012,34.99,0,7/6/2016,25000,debt_consolidation,1
85013,61.56,0,7/6/2016,1000,other,1
85014,9.67,0,7/6/2016,1000,other,1
85015,24.35,0,7/6/2016,20000,debt_consolidation,1
85016,37.43,0,7/6/2016,3000,major_purchase,1
85017,31.2,,7/6/2016,10000,credit_card,1
85018,53.1,0,7/6/2016,25000,debt_consolidation,1
85019,16.76,0,7/6/2016,10000,debt_consolidation,1
85021,11.37,0,7/6/2016,6000,debt_consolidation,1
85022,11.39,0,7/6/2016,5000,car,1
85023,16.79,10,7/6/2016,15000,Other,1
85024,0,0,7/6/2016,1000,other,1
85025,0.3,,7/6/2016,25000,Debt consolidation,1
85026,100.6,0,7/6/2016,10000,credit_card,1
85027,33.72,0,7/6/2016,30000,debt_consolidation,1
85028,35.02,0,7/6/2016,10000,debt_consolidation,1
85029,11.23,6,7/6/2016,20000,Credit card refinancing,1
85030,15.41,0,7/6/2016,8000,debt_consolidation,1
85031,14.91,5,7/6/2016,4000,credit_card,1
85033,17.37,0,7/6/2016,10000,debt_consolidation,1
85034,11.18,0,7/6/2016,3000,debt_consolidation,1
85035,6.3,8,7/6/2016,11150,Debt consolidation,1
85036,37.76,0,7/6/2016,15000,debt_consolidation,1
85037,19.58,5,7/6/2016,5000,moving,1
85038,27.29,0,7/6/2016,6000,debt_consolidation,1
85039,11.86,5,7/6/2016,5000,small_business,1
85040,40.84,0,7/6/2016,25000,major_purchase,1
85041,0,0,7/6/2016,20000,debt_consolidation,1
85042,39.03,0,7/6/2016,10000,home_improvement,1
85043,72.75,0,7/6/2016,10000,moving,1
85044,13.83,0,7/6/2016,27000,home_improvement,1
85045,103,0,7/6/2016,5000,debt_consolidation,1
85046,24.93,0,7/6/2016,5000,other,1
85047,16.5,,7/6/2016,10000,Debt consolidation,1
85048,20.3,5,7/6/2016,30000,credit_card,1
85050,0,0,7/6/2016,3000,debt_consolidation,1
85051,0,5,7/6/2016,1000,other,1
85052,24.74,0,7/6/2016,3000,moving,1
85053,42.63,0,7/6/2016,3000,credit_card,1
85054,23.46,0,7/6/2016,6500,debt_consolidation,1
85055,7.42,5,7/6/2016,5000,credit_card,1
85056,0.82,0,7/6/2016,5000,Other,1
85057,21.25,0,7/6/2016,5000,home_improvement,1
85058,2.67,5,7/6/2016,1000,credit_card,1
85059,42.98,0,7/6/2016,1000,other,1
85060,20.95,0,7/6/2016,3000,debt_consolidation,1
85061,4.44,5,7/6/2016,25000,debt_consolidation,1
85062,47.91,0,7/6/2016,5600,debt_consolidation,1
85063,21.3,5,7/6/2016,5000,other,1
85064,11.01,0,7/6/2016,1500,debt_consolidation,1
85065,30.91,0,7/6/2016,5000,other,1
85066,35.79,0,7/6/2016,10000,home_improvement,1
85067,18.62,0,7/6/2016,1500,moving,1
85068,23.09,5,7/6/2016,5000,other,1
85069,0.6,0,7/6/2016,1500,debt_consolidation,1
85070,18.82,5,7/6/2016,20000,debt_consolidation,1
85071,21.92,8,7/6/2016,35000,debt_consolidation,1
85072,46.23,0,7/6/2016,10000,debt_consolidation,1
85073,33.79,5,7/6/2016,40000,Debt consolidation,1
85074,2.98,0,7/6/2016,1000,debt_consolidation,1
85075,10.9,5,7/6/2016,3000,other,1
85076,43.54,0,7/6/2016,15000,medical,1
85077,14.43,0,7/6/2016,5000,moving,1
85078,20.97,0,7/6/2016,3000,debt_consolidation,1
85079,34.04,5,7/6/2016,8000,other,1
85080,3.04,0,7/6/2016,5000,vacation,1
85081,20.28,0,7/6/2016,5000,home_improvement,1
85083,4.61,0,7/6/2016,18500,Debt consolidation,1
85084,51.78,0,7/6/2016,5000,medical,1
85085,157.31,0,7/6/2016,3000,debt_consolidation,1
85086,14.2,0,7/6/2016,9500,debt_consolidation,1
85088,18.7,0,7/6/2016,15000,home_improvement,1
85089,11.25,5,7/6/2016,1000,moving,1
85090,34.1,0,7/6/2016,15000,debt_consolidation,1
85091,21.19,0,7/6/2016,10000,medical,1
85092,33.4,0,7/6/2016,2000,debt_consolidation,1
85093,56.6,0,7/6/2016,25000,debt_consolidation,1
85094,70.05,0,7/6/2016,25000,credit_card,1
85095,3.47,0,7/6/2016,10000,debt_consolidation,1
85096,0,0,7/6/2016,11000,car,1
85097,75.97,0,7/6/2016,40000,debt_consolidation,1
85098,27.05,5,7/6/2016,25000,debt_consolidation,1
85100,21.36,0,7/6/2016,3800,car,1
85101,41.59,0,7/6/2016,6000,debt_consolidation,1
85102,58.27,0,7/6/2016,40000,debt_consolidation,1
85103,46.8,0,7/6/2016,10000,debt_consolidation,1
85104,1.48,0,7/6/2016,1000,other,1
85105,30.52,5,7/6/2016,6000,other,1
85106,21.23,0,7/6/2016,1000,medical,1
85107,26.7,0,7/6/2016,1200,debt_consolidation,1
85108,46.22,0,7/6/2016,25000,debt_consolidation,1
85109,30.9,0,7/6/2016,1000,other,1
85110,13.65,0,7/6/2016,9000,debt_consolidation,1
85111,8.87,5,7/6/2016,15000,debt_consolidation,1
85112,40.74,,7/6/2016,16000,debt_consolidation,1
85113,39.88,0,7/6/2016,25000,debt_consolidation,1
85114,8.65,,7/6/2016,3000,Credit card refinancing,1
85116,11.04,0,7/6/2016,4000,debt_consolidation,1
85117,35.76,0,7/6/2016,10000,debt_consolidation,1
85118,91.53,0,7/6/2016,25000,debt_consolidation,1
85119,55.93,5,7/6/2016,35000,house,1
85120,27.75,2,7/6/2016,8000,Other,1
85121,8.61,0,7/6/2016,3000,debt_consolidation,1
85122,21.34,0,7/6/2016,15000,debt_consolidation,1
85123,6.34,0,7/6/2016,8000,debt_consolidation,1
85125,24.87,5,7/6/2016,10000,debt_consolidation,1
85126,36.59,0,7/6/2016,3000,debt_consolidation,1
85127,94.58,,7/6/2016,1000,home_improvement,1
85128,36.4,0,7/6/2016,20000,debt_consolidation,1
85129,40.21,0,7/6/2016,15000,debt_consolidation,1
85130,10.06,0,7/6/2016,25000,debt_consolidation,1
85131,52.89,0,7/6/2016,8000,credit_card,1
85132,5.16,0,7/6/2016,1500,debt_consolidation,1
85133,23.2,0,7/6/2016,1000,other,1
85134,10.99,0,7/6/2016,6500,car,1
85136,42.64,0,7/6/2016,35000,credit_card,1
85137,43.05,5,7/6/2016,5000,credit_card,1
85138,33.27,0,7/6/2016,5000,moving,1
85139,11.21,0,7/6/2016,17500,debt_consolidation,1
85140,13.94,0,7/6/2016,10000,debt_consolidation,1
85141,13.41,5,7/6/2016,5000,credit_card,1
85142,43.59,0,7/6/2016,5000,credit_card,1
85143,17.76,0,7/6/2016,10000,debt_consolidation,1
85144,0,0,7/6/2016,3500,small_business,1
85145,40.14,5,7/6/2016,1000,other,1
85146,39.48,0,7/6/2016,5000,debt_consolidation,1
85147,20.91,0,7/6/2016,5100,other,1
85148,4.48,0,7/6/2016,3000,debt_consolidation,1
85149,38.13,5,7/6/2016,15000,debt_consolidation,1
85150,44.52,0,7/6/2016,30000,debt_consolidation,1
85151,35.55,0,7/6/2016,35000,other,1
85152,3.82,0,7/6/2016,5000,debt_consolidation,1
85153,48.21,0,7/6/2016,10000,debt_consolidation,1
85154,5.44,5,7/6/2016,12000,debt_consolidation,1
85155,0.25,0,7/6/2016,3000,vacation,1
85156,19.83,0,7/6/2016,40000,credit_card,1
85157,25.06,0,7/6/2016,20000,debt_consolidation,1
85158,0,0,7/6/2016,5000,home_improvement,1
85160,38.2,0,7/6/2016,30000,credit_card,1
85161,36.59,5,7/6/2016,3000,other,1
85162,152.34,0,7/6/2016,15000,debt_consolidation,1
85163,31.18,0,7/6/2016,12000,debt_consolidation,1
85165,34.04,0,7/6/2016,25000,debt_consolidation,1
85166,19.72,0,7/6/2016,20000,debt_consolidation,1
85167,41.64,0,7/6/2016,7000,credit_card,1
85168,13.63,0,7/6/2016,40000,debt_consolidation,1
85169,37.56,5,7/6/2016,23000,debt_consolidation,1
85170,34.06,5,7/6/2016,3000,moving,1
85171,46.68,0,7/6/2016,10700,debt_consolidation,1
85172,20.99,0,7/6/2016,10000,debt_consolidation,1
85173,20.14,0,7/6/2016,30000,credit_card,1
85174,24.62,0,7/6/2016,5000,debt_consolidation,1
85175,19.56,0,7/6/2016,10000,debt_consolidation,1
85176,40.78,0,7/6/2016,20000,debt_consolidation,1
85177,1.17,5,7/6/2016,30000,other,1
85178,15.98,5,7/6/2016,15000,debt_consolidation,1
85179,38.51,0,7/6/2016,20000,debt_consolidation,1
85180,18.26,3,7/6/2016,12000,Debt consolidation,1
85181,33.48,5,7/6/2016,1000,vacation,1
85182,21.44,0,7/6/2016,5000,moving,1
85183,21.05,0,7/6/2016,1000,debt_consolidation,1
85184,53.26,0,7/6/2016,10000,other,1
85185,16.72,0,7/6/2016,10000,debt_consolidation,1
85186,29.59,0,7/6/2016,4000,car,1
85187,14.36,5,7/6/2016,3000,credit_card,1
85188,22.62,5,7/6/2016,12500,moving,1
85189,61.93,5,7/6/2016,5000,home_improvement,1
85190,21.16,0,7/6/2016,9000,debt_consolidation,1
85191,45.08,0,7/6/2016,5000,home_improvement,1
85192,8.5,8,7/6/2016,20000,Debt consolidation,1
85193,12.69,0,7/6/2016,7000,credit_card,1
85194,39.49,0,7/6/2016,20000,debt_consolidation,1
85195,44.62,0,7/6/2016,5000,major_purchase,1
85196,36.98,0,7/6/2016,9000,debt_consolidation,1
85197,9.23,0,7/6/2016,30000,debt_consolidation,1
85198,13.48,5,7/6/2016,15000,debt_consolidation,1
85199,37,0,7/6/2016,20000,debt_consolidation,1
85201,149.73,0,7/6/2016,20000,debt_consolidation,1
85202,18.12,0,7/6/2016,10000,debt_consolidation,1
85203,35.6,0,7/6/2016,20000,debt_consolidation,1
85204,37.4,5,7/6/2016,5000,debt_consolidation,1
85205,9.13,3,7/6/2016,5000,Debt consolidation,1
85207,36.64,0,7/6/2016,30000,debt_consolidation,1
85208,52.92,0,7/6/2016,1000,debt_consolidation,1
85209,34.43,5,7/6/2016,15000,debt_consolidation,1
85210,52.18,0,7/6/2016,9500,debt_consolidation,1
85211,69.9,0,7/6/2016,35000,home_improvement,1
85212,18.84,0,7/6/2016,7500,credit_card,1
85213,7.4,0,7/6/2016,5000,car,1
85214,0,5,7/6/2016,1500,debt_consolidation,1
85215,0,0,7/6/2016,3000,home_improvement,1
85216,31.3,0,7/6/2016,35000,debt_consolidation,1
85217,13.09,5,7/6/2016,2500,other,1
85218,18.38,0,7/6/2016,11000,debt_consolidation,1
85219,15.35,0,7/6/2016,1000,moving,1
85220,37.87,0,7/6/2016,18000,credit_card,1
85221,105.45,0,7/6/2016,20000,credit_card,1
85222,25.91,0,7/6/2016,35000,debt_consolidation,1
85223,10.6,5,7/6/2016,1000,other,1
85224,16.97,0,7/6/2016,15000,credit_card,1
85225,34.27,,7/6/2016,6000,Debt consolidation,1
85226,6.47,0,7/6/2016,10000,debt_consolidation,1
85227,25.09,0,7/6/2016,3500,debt_consolidation,1
85228,32.46,0,7/6/2016,2500,medical,1
85229,35.16,0,7/6/2016,35000,debt_consolidation,1
85230,36.93,0,7/6/2016,2000,credit_card,1
85231,20.26,0,7/6/2016,30000,debt_consolidation,1
85232,32.7,0,7/6/2016,7000,debt_consolidation,1
85233,36.22,0,7/6/2016,15000,debt_consolidation,1
85234,7.97,0,7/6/2016,5000,medical,1
85235,2.73,5,7/6/2016,1000,other,1
85236,8.57,5,7/6/2016,10000,debt_consolidation,1
85239,27.41,0,7/6/2016,10000,debt_consolidation,1
85240,6.08,3,7/6/2016,15000,credit_card,1
85241,37.63,0,7/6/2016,3000,debt_consolidation,1
85242,87.22,0,7/6/2016,15000,debt_consolidation,1
85243,16.28,0,7/6/2016,4000,debt_consolidation,1
85244,48.07,0,7/6/2016,36000,debt_consolidation,1
85245,43.53,0,7/6/2016,10000,debt_consolidation,1
85246,7.95,0,7/6/2016,3000,other,1
85247,13.55,5,7/6/2016,2500,debt_consolidation,1
85248,21.57,0,7/6/2016,15000,debt_consolidation,1
85249,33.33,0,7/6/2016,35000,debt_consolidation,1
85251,23.07,0,7/6/2016,18000,debt_consolidation,1
85253,84.06,0,7/6/2016,20000,home_improvement,1
85254,20.17,5,7/6/2016,30000,credit_card,1
85255,42.02,0,7/6/2016,2000,debt_consolidation,1
85256,21.94,7,7/6/2016,40000,Debt consolidation,1
85257,34.94,0,7/6/2016,2500,debt_consolidation,1
85258,21.32,5,7/6/2016,20000,small_business,1
85259,29.12,0,7/6/2016,10000,other,1
85260,14.82,5,7/6/2016,35000,Credit card refinancing,1
85261,14.26,0,7/6/2016,3000,debt_consolidation,1
85262,38.08,0,7/6/2016,20000,credit_card,1
85263,22.88,5,7/6/2016,28000,debt_consolidation,1
85264,42.48,0,7/6/2016,30000,debt_consolidation,1
85265,10.89,6,7/6/2016,25000,Debt consolidation,1
85266,20.15,5,7/6/2016,8000,debt_consolidation,1
85267,15.57,5,7/6/2016,30000,credit_card,1
85268,5.63,5,7/6/2016,3000,car,1
85269,40.2,0,7/6/2016,6500,debt_consolidation,1
85270,0,0,7/6/2016,35000,debt_consolidation,1
85271,22.39,0,7/6/2016,2500,car,1
85272,65.11,,7/6/2016,25000,credit_card,1
85273,20.74,0,7/6/2016,40000,credit_card,1
85274,38.61,0,7/6/2016,15000,credit_card,1
85275,80.89,0,7/6/2016,15000,debt_consolidation,1
85276,3.78,5,7/6/2016,10000,car,1
85277,11.28,0,7/6/2016,3000,debt_consolidation,1
85278,32.58,0,7/6/2016,5500,debt_consolidation,1
85280,0.67,5,7/6/2016,4000,other,1
85281,31.02,0,7/6/2016,18000,debt_consolidation,1
85282,19.96,0,7/6/2016,20000,other,1
85283,15.12,0,7/6/2016,10000,debt_consolidation,1
85284,14.16,0,7/6/2016,6000,debt_consolidation,1
85285,24.13,5,7/6/2016,30000,debt_consolidation,1
85286,21.08,0,7/6/2016,1500,debt_consolidation,1
85287,5.27,0,7/6/2016,10000,home_improvement,1
85288,40.84,0,7/6/2016,15000,home_improvement,1
85289,9.69,10,7/6/2016,40000,other,1
85290,2.84,0,7/6/2016,3000,credit_card,1
85291,33.01,0,7/6/2016,5000,other,1
85292,16.2,5,7/6/2016,20000,credit_card,1
85293,17.3,0,7/6/2016,5000,debt_consolidation,1
85294,6.87,0,7/6/2016,10000,debt_consolidation,1
85295,33.2,0,7/6/2016,15000,credit_card,1
85296,6.58,0,7/6/2016,10000,moving,1
85297,30.83,5,7/6/2016,1000,other,1
85298,2.43,5,7/6/2016,30000,small_business,1
85299,14.09,4,7/6/2016,8000,Credit card refinancing,1
85300,1.14,5,7/6/2016,10000,credit_card,1
85301,39.75,0,7/6/2016,5000,other,1
85302,33.01,5,7/6/2016,35000,house,1
85303,8.66,0,7/6/2016,10000,vacation,1
85304,40.89,0,7/6/2016,30000,debt_consolidation,1
85306,43.75,0,7/6/2016,40000,major_purchase,1
85307,45.24,0,7/6/2016,20000,debt_consolidation,1
85308,49.36,0,7/6/2016,1000,car,1
85309,14.49,0,7/6/2016,3500,debt_consolidation,1
85310,18,0,7/6/2016,5000,debt_consolidation,1
85311,0,0,7/6/2016,10000,house,1
85312,14.45,0,7/6/2016,8000,debt_consolidation,1
85314,22.09,5,7/6/2016,10000,car,1
85316,7.39,0,7/6/2016,5000,debt_consolidation,1
85317,16.57,0,7/6/2016,20000,medical,1
85318,32,0,7/6/2016,40000,debt_consolidation,1
85319,30,0,7/6/2016,20000,other,1
85320,39.94,0,7/6/2016,15000,debt_consolidation,1
85322,42.29,0,7/6/2016,15000,credit_card,1
85323,12,3,7/6/2016,20000,Debt consolidation,1
85324,2.4,5,7/6/2016,20000,major_purchase,1
85325,7.99,5,7/6/2016,5000,Credit card refinancing,1
85326,22.52,0,7/6/2016,26000,debt_consolidation,1
85327,42.28,5,7/6/2016,8000,credit_card,1
85328,30.15,0,7/6/2016,2000,debt_consolidation,1
85329,36.77,0,7/6/2016,15000,credit_card,1
85330,64.51,0,7/6/2016,10000,other,1
85331,27.72,0,7/6/2016,3000,home_improvement,1
85332,37.74,5,7/6/2016,25000,credit_card,1
85333,53.71,0,7/6/2016,40000,debt_consolidation,1
85334,94.6,5,7/6/2016,20000,debt_consolidation,1
85335,44.22,0,7/6/2016,20000,small_business,1
85336,40.44,0,7/6/2016,14000,debt_consolidation,1
85337,102.79,0,7/6/2016,6000,debt_consolidation,1
85338,67.2,0,7/6/2016,10000,other,1
85339,25.47,0,7/6/2016,40000,debt_consolidation,1
